"metric",13391
"range",13330
"done",13312
"complete",13307
"q",13294
"added",13280
"he",13278
"�",13265
"includes",13178
"1999",13158
"amount",13146
"respect",13137
"whose",13133
"strategy",13105
"indicates",13092
"characters",13083
"2014",13075
"represents",13074
"compute",13063
"wikipedia",13036
"coverage",13021
"always",12903
"testing",12886
"prior",12869
"modeling",12837
"arabic",12800
"gives",12781
"#",12747
"contexts",12717
"allow",12687
"included",12670
"already",12631
"mean",12629
"ones",12582
"side",12568
"frequent",12509
"o",12506
"known",12491
"build",12484
"association",12477
"units",12475
"person",12467
"assume",12446
"scheme",12438
"get",12431
"potential",12419
"interpretation",12413
"alignments",12390
"sequences",12385
"database",12362
"against",12357
"report",12340
"constraint",12327
"true",12301
"requires",12284
"simply",12277
"dependencies",12272
"select",12265
"though",12264
"threshold",12256
"path",12251
"links",12243
"·",12242
"clause",12231
"frame",12231
"via",12191
"20",12173
"discussion",12165
"conclusion",12161
"entries",12141
"objects",12131
"coreference",12095
"written",12071
"smt",11990
"variables",11986
"create",11984
"long",11972
"correlation",11937
"contrast",11928
"setting",11923
"line",11908
"introduced",11898
"datasets",11887
"manual",11870
"five",11857
"100",11847
"highest",11846
"3.1",11841
"limited",11826
"tools",11799
"learned",11796
"parts",11784
"lists",11779
"resolution",11779
"queries",11775
"states",11754
"taken",11751
"vocabulary",11734
"built",11725
"japanese",11718
"implementation",11654
"construction",11651
"decoding",11619
"indicate",11552
"increase",11533
"third",11520
"effective",11492
"1997",11458
"joint",11433
"recent",11414
"participants",11409
"cost",11374
"necessary",11364
"levels",11304
"run",11296
"short",11290
"mentions",11286
"refer",11246
"technique",11243
"tool",11209
"surface",11180
"3.2",11162
"complexity",11115
"people",11096
"require",11077
"linguistics",11064
"french",11043
"implemented",11017
"achieve",11001
"́",10987
"action",10973
"capture",10960
"change",10957
"steps",10954
"module",10951
"once",10940
"choice",10926
"mentioned",10924
"typically",10918
"idea",10890
"relatively",10887
"having",10871
"root",10864
"summarization",10816
"far",10813
"answers",10784
"whole",10773
"aligned",10755
"others",10728
"partial",10707
"subset",10699
"edges",10684
"too",10671
"studies",10664
"interesting",10657
"improved",10613
"statistics",10588
"hence",10586
"tagger",10586
"describes",10583
"ways",10577
"discussed",10568
"parsers",10557
"polarity",10544
"takes",10534
"add",10533
"correctly",10529
"identifying",10515
"mention",10509
"you",10506
"evidence",10489
"rank",10486
"reordering",10459
"segment",10428
"key",10420
"adding",10408
"1996",10406
"especially",10404
"solution",10377
"quite",10370
"estimate",10353
"presents",10344
"textual",10336
"alternative",10313
"independent",10300
"direct",10281
"generally",10262
"pages",10260
"link",10250
"opinion",10243
"works",10233
"confidence",10228
"svm",10201
"constituent",10198
"furthermore",10195
"{",10170
"attributes",10170
"improvements",10168
"de",10156
"1995",10155
"11",10127
"calculated",10112
"hierarchical",10099
"building",10092
"entropy",10073
"highly",10071
"groups",10070
"chosen",10064
"novel",10030
"roles",10023
"spoken",10010
"global",9992
"interaction",9985
"syntax",9980
"comparable",9953
"ambiguity",9952
"weighted",9944
"probabilistic",9937
"counts",9937
"turn",9927
"resource",9927
"article",9924
"along",9921
"whereas",9918
"translated",9911
"aspects",9899
"introduce",9889
"understanding",9853
"needed",9852
"scoring",9836
"sources",9832
"∈",9810
"kind",9771
"numbers",9766
"4.1",9762
"finding",9752
"distributions",9732
"basis",9696
"derivation",9691
"stage",9671
"separate",9671
"variable",9662
"easily",9644
"objective",9607
"around",9598
"summaries",9589
"designed",9588
"spanish",9588
"degree",9588
"edge",9584
"tweets",9568
"itself",9554
"view",9529
"marked",9494
"}",9488
"making",9485
"reason",9464
"speaker",9455
"segments",9440
"performs",9439
"his",9439
"again",9416
"social",9410
"1993",9408
"labeling",9404
"theory",9402
"aspect",9395
"moreover",9395
"predict",9367
"tagged",9353
"applying",9341
"expressed",9339
"open",9319
"→",9319
"unknown",9287
"ambiguous",9282
"proper",9272
"constructed",9263
"design",9255
"specifically",9241
"currently",9231
"equation",9209
"part-of-speech",9165
"optimal",9153
"extended",9135
"boundaries",9129
"representing",9126
"authors",9124
"address",9122
"otherwise",9120
"4.2",9101
"strings",9078
"impact",9075
"12",9074
"plan",9068
"real",9068
"predicates",9062
"showed",9062
"50",9044
"kernel",9038
"details",9034
"assumption",9029
"unit",9021
"needs",9015
"entire",8963
"count",8960
"collected",8943
"combining",8932
"distributional",8931
"product",8921
"adjectives",8918
"previously",8907
"conclusions",8907
"tested",8885
"attribute",8884
"clear",8864
"conditions",8854
"ontology",8847
"latent",8838
"predicted",8828
"explicit",8826
"window",8810
"major",8808
"architecture",8800
"comparing",8789
"similarly",8779
"factors",8769
"unique",8765
"relationship",8747
"choose",8717
"randomly",8709
"scope",8707
"z",8702
"strong",8694
"appears",8691
"conditional",8687
"call",8674
"map",8659
"element",8656
"descriptions",8651
"efficient",8647
"supported",8636
"split",8616
"special",8613
"smaller",8595
"location",8587
"enough",8572
"variety",8554
"investigate",8549
"discuss",8529
"issue",8527
"want",8516
"purpose",8485
"field",8478
"constituents",8476
"factor",8472
"yet",8461
"monolingual",8458
"combinations",8439
"strategies",8423
"issues",8419
"unlabeled",8384
"online",8380
"reading",8370
"determined",8366
"estimated",8364
"hypotheses",8353
"ii",8349
"consistent",8340
"structural",8322
"corresponds",8320
"n''t",8307
"adaptation",8290
"own",8287
"start",8282
"advantage",8281
"actions",8265
"latter",8258
"program",8239
"generating",8236
"remaining",8212
"equivalent",8198
"reduce",8197
"followed",8196
"dialog",8162
"structured",8153
"place",8131
"interest",8131
"contextual",8108
"taking",8106
"active",8079
"frames",8078
"literature",8063
"almost",8056
"clauses",8055
"phase",8053
"seems",8042
"condition",8033
"vs.",8020
"fixed",8011
"item",8005
"construct",7984
"interface",7974
"n-gram",7972
"entry",7967
"accurate",7945
"correction",7932
"traditional",7926
"likelihood",7920
"actually",7918
"outperforms",7918
"changes",7915
"property",7888
"relationships",7865
"considering",7857
"response",7850
"agent",7842
"actual",7841
"estimation",7828
"combine",7810
"occurs",7806
"clearly",7798
"except",7787
"ranked",7784
"correspond",7772
"detailed",7766
"access",7745
"close",7732
"hidden",7718
"fully",7717
"towards",7711
"slightly",7709
"log",7691
"sum",7691
"classified",7689
"lead",7679
"index",7678
"state-of-the-art",7670
"sections",7663
"world",7642
"underlying",7639
"logical",7638
"boundary",7634
"percentage",7625
"improves",7597
"parses",7583
"believe",7572
"subjects",7568
"longer",7560
"students",7552
"explore",7512
"entailment",7497
"settings",7466
"ratio",7453
"denote",7426
"suggests",7421
"preposition",7413
"know",7406
"control",7397
"scale",7396
"regression",7394
"column",7373
"matches",7368
"reduction",7364
"recently",7308
"phenomena",7306
"hierarchy",7297
"act",7283
"neural",7282
"speakers",7275
"contained",7266
"exact",7265
"extracting",7262
"semantically",7256
"distinct",7252
"lemma",7250
"variation",7249
"regular",7249
"compound",7240
"dependent",7238
"equal",7233
"explicitly",7228
"kinds",7222
"dictionaries",7213
"feedback",7211
"overlap",7208
"acquisition",7200
"finite",7199
"incorrect",7193
"exactly",7185
"format",7167
"denotes",7160
"easy",7156
"computing",7155
"course",7155
"look",7155
"achieves",7147
"definitions",7142
"until",7138
"pronouns",7136
"little",7132
"seed",7126
"frequently",7123
"formal",7121
"constructions",7116
"pronoun",7110
"reviews",7105
"nature",7092
"years",7090
"empirical",7087
"analyses",7081
"occurrences",7068
"particularly",7062
"starting",7059
"majority",7040
"importance",7021
"modified",7017
"graphs",7002
"effects",6998
"outputs",6992
"say",6990
"assign",6989
"expect",6985
"ability",6984
"core",6967
"namely",6957
"transliteration",6955
"negation",6946
"tables",6943
"zero",6904
"tend",6893
"increases",6873
"phrase-based",6872
"sampling",6870
"default",6858
"direction",6843
"suggest",6829
"involved",6820
"span",6815
"predictions",6812
"employed",6811
"vp",6811
"heuristic",6808
"templates",6800
"follow",6797
"layer",6794
"twitter",6794
"produces",6794
"reduced",6792
"later",6791
"fig.",6779
"go",6766
"million",6745
"measured",6745
"bigram",6743
"f-score",6732
"ordering",6721
"al",6718
"dynamic",6717
"performing",6715
"greater",6689
"handle",6682
"earlier",6674
"symbols",6667
"consisting",6662
"rest",6658
"punctuation",6656
"wsd",6653
"become",6645
"thank",6639
"hard",6638
"transition",6630
"multilingual",6628
"false",6613
"effort",6602
"lm",6597
"aim",6596
"samples",6596
"optimization",6576
"frequencies",6571
"university",6569
"past",6562
"selecting",6560
"operations",6550
"removed",6535
"linked",6519
"avoid",6514
"author",6510
"providing",6499
"learner",6493
"generative",6490
"researchers",6470
"focused",6460
"filtering",6460
"robust",6454
"occurrence",6450
"children",6448
"adjective",6444
"ne",6444
"annotator",6443
"tuning",6440
"loss",6438
"crf",6432
"typical",6430
"observe",6421
"embeddings",6419
"comments",6417
"paraphrases",6417
"identical",6404
"detail",6399
"share",6396
"criteria",6392
"leads",6390
"specified",6383
"variants",6382
"challenge",6377
"carried",6363
"reasons",6361
"indeed",6360
"situation",6355
"develop",6345
"free",6339
"mainly",6339
"decisions",6338
"distinguish",6330
"paraphrase",6325
"calculate",6323
"yields",6323
"memory",6317
"decoder",6316
"gain",6315
"detect",6310
"conducted",6302
"john",6300
"morphology",6286
"background",6284
"minimum",6279
"becomes",6279
"characteristics",6275
"review",6263
"acknowledgments",6261
"relevance",6260
"noise",6249
"software",6242
"material",6233
"image",6230
"behavior",6214
"iteration",6212
"responses",6211
"computer",6209
"α",6209
"divided",6197
"practice",6187
"depending",6185
"discriminative",6175
"lack",6164
"normalized",6150
"extend",6149
"depends",6148
"verbal",6137
"area",6135
"symbol",6132
"exist",6129
"evaluating",6128
"deal",6122
"positions",6119
"demonstrate",6114
"pp",6095
"networks",6094
"usage",6091
"science",6091
"iterations",6074
"writing",6060
"normalization",6060
"rich",6055
"penn",6051
"template",6040
"manner",6034
"em",6030
"contribution",6025
"generic",6023
"presence",6010
"missing",6009
"observation",6006
"cues",5998
"transfer",5993
"row",5992
"gender",5989
"student",5986
"unlike",5985
"referring",5982
"implicit",5982
"extension",5981
"indicating",5974
"lexicons",5966
"spelling",5961
"connected",5947
"child",5941
"brown",5932
"meanings",5930
"ner",5919
"co-occurrence",5911
"technology",5908
"increasing",5895
"filter",5890
"runs",5876
"paths",5862
"medical",5849
"engine",5845
"six",5843
"why",5840
"notion",5839
"emotion",5838
"express",5827
"reports",5816
"asr",5812
"hmm",5807
"statistically",5781
"deep",5777
"rule-based",5774
"sometimes",5764
"attempt",5759
"rely",5754
"code",5745
"suitable",5745
"baselines",5727
"edit",5727
"antecedent",5716
"operation",5714
"smoothing",5704
"community",5701
"valid",5698
"asked",5694
"employ",5691
"yield",5677
"empty",5671
"pruning",5671
"intended",5671
"practical",5652
"involves",5648
"environment",5645
"dialogues",5637
"sufficient",5634
"lines",5632
"setup",5624
"preference",5601
"message",5598
"restricted",5597
"conceptual",5593
"chunk",5582
"validation",5581
"functional",5572
"programming",5567
"effectiveness",5562
"beyond",5557
"additionally",5539
"methodology",5538
"expansion",5537
"production",5533
"fragments",5518
"parsed",5516
"induction",5511
"prepositions",5508
"style",5504
"assignment",5502
"evaluations",5498
"benefit",5494
"update",5490
"composition",5486
"modules",5483
"bound",5477
"upper",5461
"approximately",5461
"tests",5459
"difficulty",5456
"attention",5454
"down",5453
"improving",5445
"composed",5444
"primary",5442
"synsets",5439
"noisy",5432
"f-measure",5421
"attachment",5418
"wide",5410
"messages",5408
"refers",5405
"predicting",5404
"generates",5402
"tense",5398
"classify",5396
"formula",5388
"coherence",5379
"partially",5361
"nominal",5360
"minimal",5359
"communication",5352
"come",5351
"allowing",5330
"processes",5324
"answering",5316
"integrated",5309
"allowed",5307
"cause",5297
"understand",5294
"cf.",5290
"dimensions",5288
"history",5286
"determining",5284
"mining",5282
"scenario",5279
"purposes",5274
"markov",5270
"preliminary",5270
"bigrams",5268
"back",5266
"her",5257
"parent",5253
"file",5251
"beginning",5248
"seem",5248
"upon",5248
"keywords",5237
"helpful",5236
"substitution",5236
"native",5227
"extent",5227
"versions",5225
"transformation",5223
"heuristics",5219
"creating",5207
"overview",5199
"internal",5198
"id",5197
"external",5196
"fields",5192
"computation",5191
"potentially",5179
"incremental",5179
"incorporate",5173
"necessarily",5170
"reliable",5167
"influence",5161
"preprocessing",5158
"suffix",5154
"expert",5152
"n-grams",5152
"distributed",5151
"widely",5147
"affect",5126
"speed",5122
"running",5121
"principle",5111
"lin",5109
"proceedings",5101
"conversation",5100
"exists",5093
"figures",5093
"mostly",5090
"return",5089
"visual",5087
"raw",5080
"cosine",5072
"logic",5070
"power",5066
"reasonable",5064
"national",5063
"page",5055
"differ",5046
"despite",5041
"interested",5037
"acts",5034
"slot",5032
"listed",5031
"successfully",5026
"alone",5023
"facts",5021
"shallow",5010
"read",5008
"grant",5000
"worse",4994
"cover",4992
"mechanism",4988
"treated",4981
"early",4973
"collins",4971
"date",4970
"encoding",4956
"successful",4952
"try",4950
"trigger",4947
"references",4946
"occurring",4940
"cue",4931
"check",4928
"reflect",4918
"success",4903
"translate",4901
"looking",4897
"hybrid",4891
"none",4865
"interactions",4842
"xml",4841
"examine",4840
"f1",4839
"formalism",4830
"unseen",4828
"analyze",4815
"separately",4814
"motivated",4807
"pipeline",4805
"increased",4803
"unigram",4802
"she",4800
"criterion",4785
"user''s",4782
"explained",4782
"judgments",4771
"chain",4771
"embedding",4761
"preceding",4757
"working",4750
"synonyms",4746
"mark",4741
"sparse",4740
"constant",4731
"variant",4721
"estimates",4717
"naive",4716
"independently",4713
"assumed",4711
"illustrated",4703
"weighting",4700
"bias",4698
"configuration",4695
"possibly",4692
"absolute",4686
"stem",4684
"closely",4683
"solve",4678
"efficiency",4678
"distinction",4671
"wsj",4670
"modifier",4658
"markers",4647
"involving",4646
"remove",4646
"mapped",4642
"lattice",4640
"mutual",4637
"directions",4636
"commonly",4634
"developing",4633
"goals",4632
"wrong",4631
"automated",4628
"approximate",4627
"files",4627
"encoded",4615
"studied",4611
"subjective",4609
"effectively",4607
"induced",4600
"proportion",4600
"series",4600
"keep",4595
"noted",4593
"fragment",4587
"pairwise",4584
"analyzed",4575
"media",4574
"completely",4573
"indicated",4572
"lda",4571
"linking",4570
"auxiliary",4570
"organized",4567
"google",4557
"investigated",4555
"preferences",4550
"derivations",4544
"similarities",4542
"suggested",4537
"synset",4533
"compounds",4531
"half",4517
"nn",4517
"liu",4516
"put",4513
"cross",4512
"perspective",4503
"dimension",4503
"denoted",4500
"lexicalized",4498
"conversion",4498
"referred",4497
"li",4495
"significance",4494
"papers",4493
"chart",4491
"adapted",4487
"stack",4486
"koehn",4483
"themselves",4476
"technical",4475
"organization",4473
"variations",4472
"sizes",4468
"recognized",4460
"arbitrary",4458
"annotate",4457
"nps",4446
"replaced",4442
"phrasal",4433
"crucial",4433
"explored",4432
"qa",4429
"showing",4418
"said",4410
"describing",4408
"move",4407
"comes",4395
"solutions",4391
"generalization",4389
"conjunction",4387
"limit",4370
"matched",4362
"former",4361
"possibility",4360
"workshop",4359
"popular",4358
"personal",4357
"tweet",4352
"explain",4338
"bayesian",4336
"inside",4335
"observations",4335
"adopted",4333
"schemes",4329
"creation",4329
"encode",4327
"ensure",4324
"gap",4319
"posterior",4312
"adjacent",4310
"projection",4309
"approximation",4308
"great",4303
"spans",4296
"portion",4288
"exploit",4284
"retrieved",4280
"findings",4279
"play",4278
"relatedness",4275
"detecting",4271
"never",4265
"letter",4264
"guidelines",4263
"drawn",4261
"year",4261
"stanford",4260
"turns",4258
"clinical",4247
"normal",4235
"chunks",4223
"relies",4216
"straightforward",4216
"biomedical",4202
"decide",4201
"light",4196
"regarding",4195
"processed",4194
"detected",4190
"roughly",4190
"outside",4187
"rates",4175
"letters",4173
"story",4171
"me",4169
"challenges",4169
"anaphora",4157
"opinions",4150
"modifiers",4142
"relational",4138
"czech",4134
"confusion",4126
"ie",4124
"toolkit",4122
"theoretical",4120
"stop",4118
"planning",4115
"prefix",4109
"complement",4107
"applicable",4097
"service",4096
"srl",4095
"conclude",4088
"max",4079
"specify",4079
"bayes",4077
"consistency",4070
"requirements",4065
"iii",4063
"fine-grained",4062
"returns",4061
"off",4059
"addressed",4057
"demonstrated",4057
"implement",4055
"informative",4052
"beam",4050
"ordered",4048
"remains",4044
"integration",4038
"meeting",4037
"stored",4036
"strongly",4031
"images",4028
"fewer",4027
"trigram",4018
"incorporating",4009
"lemmas",4009
"outperform",4004
"something",4004
"illustrates",3997
"probably",3992
"reasoning",3989
"ten",3988
"assumptions",3980
"submitted",3977
"belong",3972
"humans",3971
"bootstrapping",3966
"choices",3962
"subsequent",3960
"acknowledgements",3954
"illustrate",3952
"accuracies",3951
"interpreted",3947
"voice",3947
"choosing",3944
"constrained",3939
"derive",3939
"ir",3938
"amounts",3933
"spatial",3931
"promising",3924
"easier",3922
"pass",3916
"perhaps",3914
"zhang",3903
"track",3887
"official",3886
"segmented",3886
"labelled",3881
"hindi",3880
"removing",3870
"null",3868
"perplexity",3858
"rare",3845
"post",3845
"consist",3843
"nlg",3840
"holds",3838
"fast",3837
"assuming",3836
"chose",3835
"prepositional",3833
"obvious",3831
"combines",3828
"efficiently",3828
"compositional",3827
"adopt",3826
"involve",3824
"ccg",3823
"italian",3822
"framenet",3813
"converted",3810
"aims",3808
"subtree",3797
"scientific",3794
"compression",3793
"applies",3792
"situations",3789
"attempts",3786
"abstracts",3784
"largest",3775
"returned",3773
"substantial",3771
"depend",3769
"keyword",3764
"generator",3763
"och",3763
"serve",3761
"repeated",3757
"took",3752
"la",3750
"book",3749
"oracle",3747
"collocations",3747
"producing",3737
"assess",3735
"maps",3732
"specification",3731
"forest",3724
"restrictions",3722
"context-free",3721
"somewhat",3721
"respective",3719
"treatment",3718
"system''s",3718
"collocation",3713
"recognize",3707
"learners",3705
"simplified",3703
"think",3697
"eq.",3696
"cognitive",3693
"defining",3691
"indicator",3690
"schema",3687
"realization",3685
"genre",3680
"chen",3679
"phonetic",3679
"van",3678
"acquired",3678
"paragraph",3674
"slots",3673
"continuous",3668
"singular",3668
"reviewers",3667
"neutral",3666
"neither",3663
"efforts",3661
"defines",3661
"title",3660
"intermediate",3657
"assigning",3649
"ratings",3648
"collect",3646
"my",3645
"central",3644
"giving",3643
"poor",3643
"patient",3643
"plus",3643
"uniform",3642
"embedded",3637
"besides",3632
"translating",3630
"modification",3629
"members",3628
"perfect",3627
"preferred",3625
"acoustic",3625
"measuring",3620
"consistently",3619
"caused",3618
"representative",3616
"comparisons",3615
"behind",3613
"intuition",3613
"dutch",3613
"assigns",3612
"experience",3608
"manning",3608
"transitions",3607
"management",3603
"projects",3601
"decided",3596
"taxonomy",3595
"nor",3590
"semi-supervised",3589
"gene",3588
"leading",3586
"claim",3580
"morphemes",3579
"contribute",3578
"posts",3572
"helps",3570
"gains",3568
